YEAR,STATEFIP,COUNTYFP,OWNERSHP,HHINCOME,SEX,AGE,MARST,RACE,EDUC
2019,13,223,0,108000,0,34,1,2,1
2019,13,223,0,108000,1,37,1,2,3
2019,13,0,1,140000,0,59,3,5,3
2019,13,0,1,40800,1,53,3,2,1
2019,13,0,1,100400,0,66,1,2,1
2019,13,0,1,100400,1,65,1,2,2
2019,13,0,0,25900,0,53,3,1,2
2019,13,0,0,25900,1,53,4,1,1
2019,13,135,1,28200,0,24,0,2,2
2019,13,135,1,28200,1,23,0,2,2
2019,13,135,0,4000,0,46,3,2,2
2019,13,0,1,88550,0,61,1,1,1
2019,13,0,1,88550,1,64,1,1,1
2019,13,0,1,88550,1,36,3,1,1
2019,13,0,1,88550,1,32,3,1,1
2019,13,135,1,26400,1,68,1,1,2
2019,13,135,1,26400,0,68,1,1,2
2019,13,0,1,350000,0,51,1,1,2
2019,13,0,1,350000,1,51,1,1,3
2019,13,0,1,288000,1,36,1,1,2
2019,13,0,1,288000,0,35,1,5,2
2019,13,0,1,31000,0,43,0,2,3
2019,13,0,1,61500,1,42,1,1,1
2019,13,0,1,61500,0,39,1,1,2
2019,13,77,1,181300,0,58,1,1,2
2019,13,77,1,181300,1,55,1,1,3
2019,13,0,1,35600,0,57,1,1,1
2019,13,0,1,35600,1,62,1,1,1
2019,13,117,1,17000,1,39,0,5,1
2019,13,0,0,14900,0,46,3,1,2
2019,13,135,1,89800,0,71,4,1,3
2019,13,0,1,56000,1,59,0,2,2
2019,13,0,1,61600,1,27,0,1,3
2019,13,0,1,61600,0,26,0,1,2
2019,13,0,1,62200,1,52,4,1,2
2019,13,67,1,150030,1,39,1,1,3
2019,13,67,1,150030,0,39,1,1,3
2019,13,0,0,66000,1,42,1,1,1
2019,13,0,0,66000,0,40,1,1,2
2019,13,151,1,32400,0,69,4,3,1
2019,13,0,1,131100,0,34,1,1,3
2019,13,0,1,131100,1,35,1,1,2
2019,13,0,1,106200,0,31,1,1,2
2019,13,0,1,106200,1,30,1,1,3
2019,13,0,1,56000,0,24,0,1,2
2019,13,135,0,75000,1,32,0,2,2
2019,13,135,0,75000,0,28,0,2,2
2019,13,0,1,104800,1,71,1,1,2
2019,13,0,1,104800,1,23,1,1,1
2019,13,0,1,128800,0,54,1,1,2
2019,13,0,1,128800,1,60,1,1,2
2019,13,0,1,128800,1,23,0,1,2
2019,13,0,0,28000,0,23,0,2,2
2019,13,0,0,17900,0,39,2,1,1
2019,13,0,1,13950,0,50,0,2,1
2019,13,0,0,48800,0,33,1,1,1
2019,13,0,0,48800,1,37,1,1,2
2019,13,0,1,100000,1,29,1,1,3
2019,13,0,1,100000,0,32,1,1,3
2019,13,0,1,412700,1,72,1,1,2
2019,13,0,1,412700,0,69,1,1,2
2019,13,67,1,165000,1,59,1,1,2
2019,13,67,1,165000,0,60,1,4,2
2019,13,135,1,157000,1,65,1,4,2
2019,13,135,1,157000,0,62,1,4,3
2019,13,135,1,157000,0,32,0,4,2
2019,13,135,1,157000,0,29,0,4,2
2019,13,0,1,184800,0,35,1,1,2
2019,13,0,1,184800,1,38,1,1,2
2019,13,0,1,184800,1,38,0,1,1
2019,13,0,1,184800,0,37,3,1,1
2019,13,57,1,122200,1,44,1,1,2
2019,13,57,1,122200,0,42,1,1,1
2019,13,0,1,24800,0,62,4,2,1
2019,13,0,1,50000,0,66,3,2,1
2019,13,135,1,35600,1,60,3,1,1
2019,13,0,1,120000,0,51,1,1,2
2019,13,0,1,120000,1,42,1,1,1
2019,13,0,1,14400,0,70,3,1,1
2019,13,51,1,14400,0,73,3,1,2
2019,13,0,1,155000,1,36,1,4,3
2019,13,0,1,155000,0,33,1,4,2
2019,13,0,1,98700,0,65,1,1,3
2019,13,0,1,98700,1,66,1,1,2
2019,13,0,1,151700,1,42,1,1,1
2019,13,0,1,151700,0,40,1,1,2
2019,13,0,0,72150,1,31,0,1,2
2019,13,135,1,56000,0,52,0,1,1
2019,13,0,0,8400,0,68,3,1,1
2019,13,0,0,16200,1,30,1,1,2
2019,13,0,0,16200,0,29,1,1,1
2019,13,67,1,104500,0,69,1,1,1
2019,13,0,1,37100,0,65,2,2,1
2019,13,0,1,162000,1,32,1,1,2
2019,13,0,1,162000,0,32,1,1,1
2019,13,0,1,40000,0,64,0,1,2
2019,13,113,0,86600,1,69,1,1,1
2019,13,113,0,86600,0,57,1,1,1
2019,13,0,0,35100,1,26,0,4,1
2019,13,0,0,50000,0,50,0,2,2
2019,13,0,1,36000,1,67,1,1,2
2019,13,0,1,36000,0,64,1,4,2
2019,13,0,1,36000,1,27,0,5,2
2019,13,51,1,60200,0,41,4,1,3
2019,13,0,0,29200,1,27,1,3,1
2019,13,0,0,29200,0,26,1,3,1
2019,13,67,0,30000,1,36,0,2,2
2019,13,0,0,32000,0,58,0,1,1
2019,13,0,1,181500,1,65,1,1,2
2019,13,0,1,181500,0,64,1,1,3
2019,13,0,1,72000,1,53,1,1,1
2019,13,0,1,72000,0,51,1,1,2
2019,13,0,0,19800,0,53,3,2,1
2019,13,0,0,19800,0,33,0,2,1
2019,13,0,1,43300,0,66,1,1,2
2019,13,0,0,32000,1,30,0,1,1
2019,13,97,0,91000,0,44,0,2,3
2019,13,97,0,91000,0,32,0,2,2
2019,13,0,1,133600,1,67,1,2,2
2019,13,0,1,133600,0,72,1,2,2
2019,13,0,1,133600,1,46,3,2,2
2019,13,135,1,79000,1,41,0,1,2
2019,13,135,1,79000,1,37,0,5,2
2019,13,51,0,78000,0,47,0,1,2
2019,13,51,0,78000,0,23,0,5,2
2019,13,0,0,76000,0,33,0,2,3
2019,13,151,1,77600,0,42,4,5,2
2019,13,139,0,52000,1,42,1,1,2
2019,13,139,0,52000,0,27,1,1,2
2019,13,67,1,45000,0,44,3,1,1
2019,13,0,1,95000,0,56,1,1,3
2019,13,0,1,95000,1,54,1,1,2
2019,13,0,1,88000,1,37,0,2,3
2019,13,0,1,88000,1,24,0,2,2
2019,13,0,1,88000,1,30,0,2,3
2019,13,0,1,107200,1,54,4,2,2
2019,13,0,0,67000,0,33,0,1,2
2019,13,245,0,7000,0,65,3,2,2
2019,13,0,0,261000,1,37,1,1,3
2019,13,0,0,261000,0,39,1,1,2
2019,13,135,0,148660,0,63,3,1,2
2019,13,135,0,148660,1,28,0,1,2
2019,13,151,1,80830,0,69,3,1,2
2019,13,0,1,67000,1,57,1,1,1
2019,13,0,1,67000,0,58,1,5,1
2019,13,0,0,66200,1,66,1,2,2
2019,13,0,0,66200,0,64,1,2,3
2019,13,0,1,121200,1,68,1,1,1
2019,13,0,1,121200,0,65,1,1,3
2019,13,0,1,21500,0,57,3,1,2
2019,13,77,0,10800,0,54,3,1,1
2019,13,0,1,84700,0,53,1,2,1
2019,13,0,1,84700,1,53,1,2,1
2019,13,117,1,121000,1,35,1,1,2
2019,13,117,1,121000,0,36,1,1,2
2019,13,0,1,60700,0,62,4,1,2
2019,13,0,1,53300,0,72,1,1,1
2019,13,0,1,93000,1,55,1,2,1
2019,13,0,1,93000,0,51,1,2,2
2019,13,67,1,77000,0,64,0,1,3
2019,13,0,1,13350,0,68,3,1,3
2019,13,0,1,220000,1,43,1,1,3
2019,13,0,1,220000,0,40,1,1,2
2019,13,0,1,159000,1,53,1,2,1
2019,13,0,1,159000,0,48,1,2,2
2019,13,0,0,70000,0,30,0,1,2
2019,13,51,1,13240,1,70,1,4,1
2019,13,51,1,13240,0,67,1,4,1
2019,13,51,1,13240,1,51,1,4,1
2019,13,135,1,170000,0,49,1,1,1
2019,13,135,1,170000,1,48,1,1,3
2019,13,0,1,46800,1,70,1,1,1
2019,13,0,1,46800,0,65,1,1,2
2019,13,0,1,72000,1,47,0,1,2
2019,13,21,0,27080,0,69,3,2,2
2019,13,21,0,27080,0,67,3,2,2
2019,13,0,1,498300,1,40,0,1,3
2019,13,0,1,498300,1,28,0,1,1
2019,13,0,0,60000,1,50,3,2,2
2019,13,0,1,77000,0,48,0,2,2
2019,13,113,0,130000,1,51,1,1,1
2019,13,185,1,25000,1,47,3,1,2
2019,13,0,1,60300,1,47,1,1,2
2019,13,0,1,60300,0,46,1,1,2
2019,13,0,0,34000,0,43,0,3,1
2019,13,0,0,34000,1,36,0,3,1
2019,13,135,1,251000,1,48,1,1,2
2019,13,135,1,251000,0,48,1,1,2
2019,13,0,1,11700,1,29,1,1,2
2019,13,0,1,11700,0,34,1,1,1
2019,13,0,1,70000,0,62,0,1,2
2019,13,63,1,45800,0,61,1,2,1
2019,13,63,1,45800,1,63,1,2,1
2019,13,0,1,138700,0,40,1,1,1
2019,13,0,1,138700,1,46,1,1,1
2019,13,151,1,55000,0,54,3,1,3
2019,13,67,1,22000,1,57,3,2,2
2019,13,0,1,139000,1,69,1,1,1
2019,13,0,1,139000,0,71,1,1,1
2019,13,0,1,139000,1,36,3,1,1
2019,13,0,1,139000,0,57,0,1,1
2019,13,0,0,6200,1,64,3,2,2
2019,13,51,1,29260,0,65,3,1,2
2019,13,51,1,29260,0,31,0,1,2
2019,13,15,0,31000,0,42,3,1,1
2019,13,0,0,60150,1,28,1,5,3
2019,13,0,1,50400,0,73,1,1,1
2019,13,0,0,7600,0,57,0,2,1
2019,13,0,1,49000,0,41,1,1,1
2019,13,0,1,49000,1,49,1,1,2
2019,13,0,1,33500,1,71,3,5,3
2019,13,0,0,26400,0,28,0,2,2
2019,13,0,0,26400,0,65,0,2,1
2019,13,245,1,82700,1,65,1,2,1
2019,13,245,1,82700,0,62,1,2,2
2019,13,0,0,54000,0,24,0,1,3
2019,13,0,1,81500,1,51,3,1,2
2019,13,0,0,29000,0,28,0,2,2
2019,13,0,1,288000,0,48,1,1,3
2019,13,0,1,288000,1,54,1,1,3
2019,13,77,1,58400,0,41,3,1,2
2019,13,57,1,181000,0,47,1,1,1
2019,13,57,1,181000,1,52,1,1,1
2019,13,57,1,181000,0,24,0,1,2
2019,13,0,1,48000,1,51,0,4,1
2019,13,0,1,298400,1,72,1,1,3
2019,13,0,1,298400,0,71,1,1,2
2019,13,0,1,149000,1,46,1,1,3
2019,13,0,1,149000,0,45,1,1,3
2019,13,0,1,26100,1,63,1,1,2
2019,13,0,1,26100,0,55,1,1,1
2019,13,0,1,112500,0,40,1,1,1
2019,13,0,1,112500,1,50,1,1,1
2019,13,0,1,211500,1,67,1,1,2
2019,13,0,1,211500,0,64,1,1,1
2019,13,0,1,127900,0,55,1,1,2
2019,13,0,1,127900,1,56,1,1,1
2019,13,0,1,127900,1,57,3,1,1
2019,13,45,0,30100,1,57,1,1,1
2019,13,45,0,30100,0,55,1,1,2
2019,13,0,1,109000,1,42,1,1,2
2019,13,0,1,109000,0,40,1,1,2
2019,13,0,1,220000,1,36,1,1,2
2019,13,0,1,220000,0,36,1,1,3
2019,13,0,1,230000,1,42,1,4,2
2019,13,0,1,230000,0,40,1,4,3
2019,13,0,0,26000,0,24,1,5,2
2019,13,0,0,26000,1,26,1,5,1
2019,13,0,1,12200,0,56,2,1,1
2019,13,151,1,181000,0,52,1,1,2
2019,13,151,1,181000,1,59,1,1,2
2019,13,139,1,220000,0,33,1,1,2
2019,13,139,1,220000,1,38,1,1,2
2019,13,0,1,82000,0,50,3,1,2
2019,13,0,0,24270,1,61,3,1,1
2019,13,0,0,24270,1,24,0,1,1
2019,13,0,1,60000,1,59,1,2,2
2019,13,0,1,67200,0,73,1,1,2
2019,13,73,1,133000,0,37,1,1,2
2019,13,73,1,133000,1,36,1,1,2
2019,13,117,1,170000,1,51,1,4,2
2019,13,117,1,170000,0,46,1,4,3
2019,13,0,1,185400,1,49,1,1,3
2019,13,0,1,185400,0,47,1,1,2
2019,13,67,0,30000,1,25,1,1,1
2019,13,0,1,110200,0,33,1,1,2
2019,13,0,1,110200,1,33,1,1,1
2019,13,0,1,50000,1,59,0,2,1
2019,13,0,1,185000,1,39,1,1,2
2019,13,0,1,185000,0,33,1,1,2
2019,13,0,1,101200,1,71,1,2,1
2019,13,0,1,101200,0,72,1,2,2
2019,13,0,0,2500,1,51,3,1,2
2019,13,135,1,206400,0,61,1,1,2
2019,13,135,1,206400,1,56,1,1,2
2019,13,135,0,45000,1,37,1,5,1
2019,13,135,0,45000,0,32,1,5,1
2019,13,135,1,66200,1,31,1,2,1
2019,13,135,1,66200,0,27,1,2,1
2019,13,135,1,66200,0,57,4,2,1
2019,13,0,1,21700,1,67,0,1,1
2019,13,0,1,96000,0,36,1,1,3
2019,13,0,1,96000,1,35,1,1,2
2019,13,0,0,33600,1,27,0,2,1
2019,13,0,0,33600,1,24,0,2,2
2019,13,0,0,33600,0,56,3,2,1
2019,13,0,0,37200,0,54,2,2,1
2019,13,0,0,37200,0,71,4,2,1
2019,13,0,0,10410,0,31,0,2,2
2019,13,0,0,10410,0,59,0,2,1
2019,13,67,1,48300,1,48,1,1,1
2019,13,67,1,48300,0,56,1,5,1
2019,13,0,1,772700,1,40,4,1,2
2019,13,0,1,772700,0,72,4,1,1
2019,13,135,1,10000,1,70,0,1,2
2019,13,135,1,10000,0,67,0,1,3
2019,13,139,1,127640,1,45,1,1,2
2019,13,139,1,127640,0,45,1,1,2
2019,13,0,0,14300,1,71,3,1,1
2019,13,21,1,60600,0,61,0,2,2
2019,13,45,1,501080,1,57,1,1,2
2019,13,45,1,501080,0,53,1,1,2
2019,13,67,0,31070,0,53,4,1,1
2019,13,223,1,23100,0,67,3,1,1
2019,13,67,1,170000,1,57,1,1,2
2019,13,67,1,170000,0,57,1,1,2
2019,13,0,1,44000,0,65,1,1,1
2019,13,0,1,44000,1,61,1,1,1
2019,13,0,1,11000,1,56,1,2,1
2019,13,0,1,11000,0,59,1,2,1
2019,13,67,1,158000,0,41,3,1,3
2019,13,67,1,158000,1,48,3,1,2
2019,13,113,1,210000,1,50,1,1,2
2019,13,113,1,210000,0,46,1,1,3
2019,13,135,1,124500,1,53,3,2,2
2019,13,135,1,124500,0,42,3,2,2
2019,13,135,1,124500,1,26,0,2,2
2019,13,0,1,97800,0,66,4,1,3
2019,13,117,1,34000,0,63,3,1,1
2019,13,21,1,25000,1,57,3,4,1
2019,13,77,1,49200,1,71,3,1,2
2019,13,0,0,43000,1,24,0,5,3
2019,13,0,0,43000,1,33,0,1,1
2019,13,135,1,50000,1,52,3,2,2
2019,13,0,1,92000,0,39,1,1,2
2019,13,0,1,92000,1,39,1,1,1
2019,13,67,1,55500,1,53,1,1,2
2019,13,67,1,55500,0,52,1,1,2
2019,13,0,1,42300,1,68,1,1,2
2019,13,0,1,42300,0,64,1,1,2
2019,13,67,1,100000,1,60,1,1,2
2019,13,67,1,100000,0,57,1,1,2
2019,13,51,1,81200,0,58,3,1,2
2019,13,51,1,81200,1,30,0,1,1
2019,13,0,1,28030,0,67,4,1,1
2019,13,0,1,131400,0,56,1,1,1
2019,13,0,1,131400,1,56,1,1,1
2019,13,0,1,131400,1,65,0,1,1
2019,13,0,0,39000,1,48,1,1,1
2019,13,0,0,39000,0,43,1,1,1
2019,13,0,1,12600,1,64,0,1,1
2019,13,67,1,46000,0,49,0,1,2
2019,13,73,1,123000,0,62,1,1,2
2019,13,73,1,123000,1,53,1,1,2
2019,13,73,1,123000,1,26,1,1,2
2019,13,0,1,85600,1,46,1,1,1
2019,13,0,1,85600,0,47,1,2,2
2019,13,67,1,349000,0,35,1,1,2
2019,13,67,1,349000,1,37,1,1,2
2019,13,135,1,171000,1,36,1,1,3
2019,13,135,1,171000,0,36,1,1,2
2019,13,0,1,375000,0,54,1,2,3
2019,13,0,1,375000,1,56,1,2,2
2019,13,0,1,72000,0,49,3,1,2
2019,13,0,1,10500,0,58,3,2,1
2019,13,0,1,213000,0,36,1,1,2
2019,13,0,1,213000,1,40,1,1,2
2019,13,135,1,53060,0,47,1,1,3
2019,13,135,1,53060,1,47,1,1,1
2019,13,0,0,36000,0,46,1,1,1
2019,13,0,0,36000,1,37,1,1,1
2019,13,113,0,17850,0,67,0,1,2
2019,13,0,0,99000,1,50,1,4,3
2019,13,0,0,99000,0,39,1,1,2
2019,13,313,1,28000,1,49,1,1,1
2019,13,313,1,28000,0,47,1,1,1
2019,13,0,0,171000,0,51,1,1,2
2019,13,0,0,171000,1,53,1,1,2
2019,13,0,0,171000,1,29,0,1,1
2019,13,0,1,87500,0,56,3,1,3
2019,13,0,0,104000,0,29,0,1,3
2019,13,223,1,45000,0,54,3,1,1
2019,13,59,0,580,0,54,0,2,1
2019,13,59,0,580,0,48,3,1,2
2019,13,135,1,176000,1,49,1,2,2
2019,13,135,1,176000,0,48,1,4,3
2019,13,0,1,53000,0,54,1,1,2
2019,13,0,1,53000,1,55,1,2,2
2019,13,117,1,40000,1,26,0,1,2
2019,13,59,0,37000,0,28,0,1,2
2019,13,0,1,89300,1,67,1,1,2
2019,13,0,1,89300,0,64,1,1,3
2019,13,0,1,26700,0,68,4,2,2
2019,13,0,1,135700,1,56,1,1,1
2019,13,0,1,135700,0,59,1,1,2
2019,13,73,1,42300,0,73,1,1,2
2019,13,21,0,68000,1,36,0,1,1
2019,13,21,0,68000,0,41,3,1,2
2019,13,0,1,60000,1,55,1,1,1
2019,13,0,1,60000,0,54,1,1,2
2019,13,0,1,14410,1,70,3,2,1
2019,13,0,1,36000,1,68,4,1,2
2019,13,0,1,46000,1,31,1,1,1
2019,13,0,1,46000,0,32,1,1,1
2019,13,21,0,39000,0,56,3,2,2
2019,13,21,0,39000,1,24,0,2,1
2019,13,0,1,326100,1,53,1,1,2
2019,13,0,1,326100,0,53,1,1,2
2019,13,0,1,1780,0,53,4,2,1
2019,13,0,1,1780,0,36,2,2,1
2019,13,0,1,1780,0,34,3,2,1
2019,13,0,1,96000,0,53,3,2,3
2019,13,0,1,96000,0,23,1,2,1
2019,13,77,1,110000,0,34,1,1,2
2019,13,77,1,110000,1,36,1,1,2
2019,13,135,1,44000,1,52,1,4,1
2019,13,135,1,44000,0,46,1,4,1
2019,13,0,1,106400,1,71,1,1,1
2019,13,0,1,106400,0,63,1,1,1
2019,13,135,1,116000,0,33,1,1,2
2019,13,135,1,116000,1,31,1,1,2
2019,13,15,1,74000,0,45,2,1,1
2019,13,0,0,29000,0,53,3,1,3
2019,13,117,1,59400,1,71,0,1,2
2019,13,0,1,42000,1,61,1,1,1
2019,13,0,1,42000,0,62,1,1,1
2019,13,0,1,222000,1,49,1,4,2
2019,13,0,1,222000,0,41,1,4,3
2019,13,0,0,20000,0,36,0,2,1
2019,13,0,1,82680,1,70,1,1,3
2019,13,0,1,82680,0,73,1,1,2
2019,13,117,0,134000,0,23,0,1,2
2019,13,117,0,134000,1,32,0,1,2
2019,13,117,0,134000,0,23,0,1,2
2019,13,67,1,28000,0,41,0,2,2
2019,13,0,1,127000,0,45,1,1,1
2019,13,0,1,127000,1,47,1,1,2
2019,13,67,1,106000,0,29,1,2,3
2019,13,67,1,106000,1,28,1,2,2
2019,13,0,1,157000,0,48,1,1,1
2019,13,0,1,157000,1,49,1,1,1
2019,13,135,1,146000,1,55,1,1,2
2019,13,135,1,146000,0,45,1,1,2
2019,13,135,0,115000,0,40,3,2,2
2019,13,0,1,54000,0,29,0,1,1
2019,13,0,0,121400,0,71,1,1,1
2019,13,0,1,127800,1,67,3,1,1
2019,13,185,0,45000,1,27,0,1,1
2019,13,0,1,38900,1,56,3,1,1
2019,13,0,1,125000,1,62,1,1,2
2019,13,0,1,16800,1,45,3,1,1
2019,13,245,0,410000,1,43,1,4,3
2019,13,245,0,410000,0,43,1,4,3
2019,13,51,1,70000,1,44,1,4,1
2019,13,51,1,70000,0,43,1,4,1
2019,13,51,1,70000,0,54,1,4,1
2019,13,51,1,70000,1,55,1,4,1
2019,13,0,1,11100,0,73,3,2,2
2019,13,0,1,52650,1,28,0,2,1
2019,13,0,1,52650,0,23,0,2,1
2019,13,0,0,5000,1,53,1,2,1
2019,13,0,0,5000,0,53,1,2,1
2019,13,0,1,36000,0,58,3,1,2
2019,13,0,1,362000,0,42,1,1,2
2019,13,0,1,362000,1,44,1,1,3
2019,13,0,1,108200,0,61,1,1,1
2019,13,0,1,108200,1,59,1,1,1
2019,13,0,1,95000,1,41,0,1,2
2019,13,0,1,95000,0,36,3,1,2
2019,13,0,1,95000,1,55,3,1,1
2019,13,0,1,250000,0,44,3,1,2
2019,13,0,1,101500,0,50,1,2,1
2019,13,0,1,101500,1,53,1,2,1
2019,13,0,1,101500,1,30,0,2,1
2019,13,313,1,195000,1,56,1,1,1
2019,13,313,1,195000,0,45,1,3,1
2019,13,313,1,195000,1,24,0,3,1
2019,13,0,1,66000,0,34,1,2,2
2019,13,0,1,66000,1,37,1,2,3
2019,13,0,1,3000,1,58,3,2,1
2019,13,117,1,83600,1,59,1,1,2
2019,13,117,1,83600,0,61,1,1,2
2019,13,0,1,220000,0,45,1,1,2
2019,13,0,1,220000,1,47,1,1,2
2019,13,0,1,12000,0,67,4,2,2
2019,13,0,0,1200,0,64,3,2,3
2019,13,0,0,1200,1,32,0,2,1
2019,13,0,1,84000,0,53,3,1,2
2019,13,0,1,84000,1,27,0,1,1
2019,13,135,1,39500,1,62,4,1,1
2019,13,135,1,153000,0,31,1,1,2
2019,13,135,1,153000,1,34,1,5,2
2019,13,67,1,82000,0,46,0,1,2
2019,13,0,0,27100,1,57,4,1,1
2019,13,0,0,27100,1,38,1,1,1
2019,13,0,0,27100,0,32,1,1,1
2019,13,0,0,32400,0,30,0,2,2
2019,13,0,0,32400,1,38,0,2,1
2019,13,0,1,100200,1,61,3,1,1
2019,13,0,1,100200,1,59,3,1,2
2019,13,0,1,76200,1,64,1,1,1
2019,13,0,1,76200,0,58,1,1,3
2019,13,67,1,46000,0,40,1,1,1
2019,13,67,1,46000,1,46,1,1,2
2019,13,51,1,150000,0,36,1,1,3
2019,13,51,1,150000,1,52,1,1,2
2019,13,0,0,37300,1,23,0,1,1
2019,13,0,1,6000,1,71,3,1,1
2019,13,0,1,97100,1,72,1,1,1
2019,13,0,1,97100,0,70,1,1,1
2019,13,0,1,20730,1,69,1,2,1
2019,13,0,1,20730,0,65,1,2,3
2019,13,0,0,6200,1,64,0,2,1
2019,13,0,1,83600,1,34,1,1,1
2019,13,0,1,83600,0,32,1,1,2
2019,13,67,0,39400,1,39,1,1,2
2019,13,67,0,39400,0,35,1,1,2
2019,13,0,1,95500,0,61,3,2,3
2019,13,0,1,75000,0,64,4,2,2
2019,13,0,1,238000,0,46,1,1,3
2019,13,0,1,238000,1,47,1,1,2
2019,13,135,1,110000,0,37,1,1,2
2019,13,135,1,110000,1,37,1,1,2
2019,13,0,0,18100,0,56,0,2,1
2019,13,135,1,50000,1,37,2,1,2
2019,13,51,1,60900,1,68,1,1,3
2019,13,51,1,60900,0,71,1,1,3
2019,13,0,1,85000,0,41,1,1,3
2019,13,0,1,85000,1,53,1,1,1
2019,13,0,0,71000,0,28,0,1,3
2019,13,0,0,71000,1,32,0,1,1
2019,13,0,1,426000,1,49,0,1,2
2019,13,67,0,26000,1,26,1,4,3
2019,13,67,0,26000,0,26,1,4,2
2019,13,0,1,40000,0,70,2,2,3
2019,13,0,1,496000,0,44,1,1,3
2019,13,0,1,496000,1,44,1,1,2
2019,13,0,0,71400,0,49,1,1,1
2019,13,0,0,71400,1,55,1,1,1
2019,13,0,0,71400,1,30,3,1,1
2019,13,0,0,71400,1,26,0,1,1
2019,13,0,0,71400,0,51,0,1,1
2019,13,0,1,48900,0,56,0,2,1
2019,13,0,1,48900,1,60,3,2,1
2019,13,0,0,46000,1,38,0,1,2
2019,13,0,0,25000,1,47,0,2,2
2019,13,51,0,23000,1,62,0,2,1
2019,13,67,1,231700,1,71,1,1,3
2019,13,67,1,231700,0,71,1,1,3
2019,13,0,0,132000,1,45,3,1,3
2019,13,0,1,97000,0,63,3,1,2
2019,13,0,1,97000,0,31,0,1,2
2019,13,0,1,30600,1,68,3,2,1
2019,13,51,0,38600,0,56,0,1,2
2019,13,51,0,38600,1,36,0,1,1
2019,13,67,0,71000,0,39,0,1,2
2019,13,67,0,71000,0,37,0,1,1
2019,13,67,0,71000,0,34,0,1,2
2019,13,59,1,80000,1,49,1,1,2
2019,13,59,1,80000,0,37,1,1,2
2019,13,0,1,150000,1,60,3,1,3
2019,13,0,1,811000,1,64,0,1,2
2019,13,0,1,811000,1,65,0,1,2
2019,13,135,1,25640,1,54,1,1,1
2019,13,135,1,25640,0,53,1,1,1
2019,13,0,0,59000,0,23,0,1,2
2019,13,0,0,59000,0,24,0,1,2
2019,13,0,1,103400,1,54,1,1,2
2019,13,0,1,103400,0,40,1,1,2
2019,13,0,0,73140,0,24,0,4,2
2019,13,135,1,100000,1,62,1,5,2
2019,13,135,1,100000,0,50,1,5,2
2019,13,0,1,65400,0,71,1,1,2
2019,13,0,1,112000,1,41,1,1,2
2019,13,0,1,112000,0,36,1,1,2
2019,13,0,1,108000,1,59,1,4,2
2019,13,0,1,108000,1,30,0,4,2
2019,13,0,1,106000,1,49,0,1,1
2019,13,0,1,106000,0,34,3,2,1
2019,13,0,1,106000,1,52,0,1,1
2019,13,0,1,36000,0,72,1,1,1
2019,13,0,1,36000,1,67,1,1,1
2019,13,0,1,636350,1,69,3,1,2
2019,13,0,1,636350,0,70,0,1,2
2019,13,0,1,65000,0,59,1,2,2
2019,13,0,1,65000,0,28,0,2,2
2019,13,57,1,88000,1,62,1,1,2
2019,13,57,1,88000,0,63,1,1,2
2019,13,0,0,108150,0,55,3,1,3
2019,13,0,0,108150,1,52,3,1,2
2019,13,0,0,13800,0,72,4,2,1
2019,13,0,0,13800,1,58,0,2,1
2019,13,0,0,33200,0,56,1,1,1
2019,13,0,0,33200,0,30,0,1,1
2019,13,0,0,33200,1,54,1,1,1
2019,13,0,1,74000,1,48,1,1,2
2019,13,0,1,74000,0,35,1,1,1
2019,13,135,1,121000,1,58,1,1,1
2019,13,135,1,121000,0,56,1,1,1
2019,13,0,1,38000,0,47,3,1,1
2019,13,67,0,177000,1,48,1,1,3
2019,13,67,0,177000,0,43,1,1,3
2019,13,0,1,44850,0,70,2,1,1
2019,13,21,0,18000,0,43,0,2,1
2019,13,0,1,70000,0,34,0,1,2
2019,13,0,1,49600,1,27,0,1,1
2019,13,0,1,96000,0,35,0,1,2
2019,13,51,1,170600,0,30,1,5,3
2019,13,0,1,33800,1,56,3,1,2
2019,13,0,1,33800,1,40,0,1,1
2019,13,0,0,50000,0,44,3,1,2
2019,13,0,1,35000,0,59,0,2,1
2019,13,0,1,35000,1,30,0,2,2
2019,13,0,1,35000,0,52,0,2,2
2019,13,0,1,33100,0,70,4,2,1
2019,13,0,1,33100,1,32,3,2,2
2019,13,135,0,54100,0,67,1,1,1
2019,13,135,0,54100,1,72,1,1,1
2019,13,0,1,32800,1,50,1,2,1
2019,13,0,1,32800,0,54,1,2,2
2019,13,0,1,126100,0,47,1,1,3
2019,13,0,1,126100,1,49,1,1,3
2019,13,0,1,43000,1,43,0,5,1
2019,13,0,1,43000,1,68,4,5,1
2019,13,0,1,90000,0,42,0,2,2
2019,13,67,0,10000,1,29,0,5,2
2019,13,0,1,29100,1,42,1,2,1
2019,13,0,1,118770,1,72,1,1,2
2019,13,0,1,118770,0,70,1,1,1
2019,13,0,1,18200,0,64,0,2,1
2019,13,0,1,18200,0,40,0,2,1
2019,13,0,0,40000,0,25,0,1,2
2019,13,0,0,40000,0,25,0,1,2
2019,13,0,0,57400,0,69,3,1,2
2019,13,0,0,57400,1,56,3,2,2
2019,13,0,1,80100,1,71,1,1,2
2019,13,0,1,80100,0,60,1,1,1
2019,13,0,1,80100,1,37,0,1,2
2019,13,117,1,240000,1,45,1,1,2
2019,13,117,1,240000,0,42,1,1,2
2019,13,0,1,165300,0,43,1,1,3
2019,13,0,1,165300,1,45,1,1,3
2019,13,67,1,35000,1,50,0,1,2
